record_id,name,address,city,phone,category,cluster
42,tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,10
43,trotillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,10
44,tortillask,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,10
45,tortillas,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,10
46,tortillask,774 ponce de leon ave. ne,atlanta,404-892-0193,tex-mex,10
47,alley's end LLC,311 w. 17th st.,new york,+1-640-620-4733,american,11
48,alley's ned LLC,311 w. 17th st.,new york,+1-640-620-4733,american,11
49,alley's end LLk,311 w. 17th st.,new york,+1-640-620-4733,american,11
50,alley's end LLC,311 w. 17th st.,new york,+1-640-620-4733,american,11
51,alley's end LLk,311 w. 17th st.,new york,+1-640-620-4733,american,11
52,geogria grille Bistro,2290 peachtree rd.  peachtree square shopping center,atlanta,+1-870-857-5050,american,12
53,gegoria grille Bistro,2290 peachtree rd.  peachtree square shopping center,atlanta,+1-870-857-5050,american,12
54,geogria grille Bistrok,2290 peachtree rd.  peachtree square shopping center,atlanta,+1-870-857-5050,american,12
55,jan's family restaurant & Co.,8424 beverly blvd.,la,+1-345-761-1596,coffee shops,13
56,jan's family restaurant & oC.,8424 beverly blvd.,la,+1-345-761-1596,coffee shops,13
57,jan's phamily restaurant & Co.,8424 beverly blvd.,la,+1-345-761-1596,coffee shops,13
58,jan's family restauran t& Co.,8424 beverly blvd.,la,+1-345-761-1596,coffee shops,13
59,nobu Kitchen,105 hudson st.,new york city,+1-517-217-8193,japanese,14
60,nobu Ktichen,105 hudson st.,new york city,+1-517-217-8193,japanese,14
61,nobu citchen,105 hudson st.,new york city,+1-517-217-8193,japanese,14
62,onbu Kitchen,105 hudson st.,new york city,+1-517-217-8193,japanese,14
63,nobu citchen,105 hudson st.,new york city,+1-517-217-8193,japanese,14
64,nobuK itchen,105 hudson st.,new york city,+1-517-217-8193,japanese,14
65,yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,french,15
66,yoyo tsumami bsitro,1611 post st.,san francisco,415/922-7788,french,15
67,pen & pencil House,205 e. 45th st.,new york,+1-806-571-3809,american,16
68,pen & penci lHouse,205 e. 45th st.,new york,+1-806-571-3809,american,16
69,pen & penkil House,205 e. 45th st.,new york,+1-806-571-3809,american,16
70,pen & penci lHouse,205 e. 45th st.,new york,+1-806-571-3809,american,16
71,pen & penkil House,205 e. 45th st.,new york,+1-806-571-3809,american,16
72,epn & pencil House,205 e. 45th st.,new york,+1-806-571-3809,american,16
73,FAT MATT'S RIB SHACK,1811 piedmont ave.  near cheshire bridge rd.,atlanta,+1-601-763-7868,barbecue,17
74,FAT MATT'S RIBS HACK,1811 piedmont ave.  near cheshire bridge rd.,atlanta,+1-601-763-7868,barbecue,17
75,phAT MATT'S RIB SHACK,1811 piedmont ave.  near cheshire bridge rd.,atlanta,+1-601-763-7868,barbecue,17
76,FAT MATT'S IRB SHACK,1811 piedmont ave.  near cheshire bridge rd.,atlanta,+1-601-763-7868,barbecue,17
77,buzio's in the rio & Co.,3700 w. flamingo rd.,las vegas,+1-264-511-7816,seafood,18
78,buzio's in the iro & Co.,3700 w. flamingo rd.,las vegas,+1-264-511-7816,seafood,18
79,buzio's in the rio & ko.,3700 w. flamingo rd.,las vegas,+1-264-511-7816,seafood,18
80,mifune japan center  kintetsu building & Co.,1737 post st.,san francisco,+1-858-470-6968,asian,19
81,mifune japan cenetr  kintetsu building & Co.,1737 post st.,san francisco,+1-858-470-6968,asian,19
82,miphune japan center  kintetsu building & Co.,1737 post st.,san francisco,+1-858-470-6968,asian,19
83,mifnue japan center  kintetsu building & Co.,1737 post st.,san francisco,+1-858-470-6968,asian,19
84,ONE MARcET,1 market st.,san francisco,+1-323-865-9139,american,20
85,ONE AMRcET,1 market st.,san francisco,+1-323-865-9139,american,20
86,ONE MARkET,1 market st.,san francisco,+1-323-865-9139,american,20
87,mccormick & kuleto's House,ghirardelli sq.,san francisco,+1-944-774-9817,seafood,21
88,mccormick & kuletos' House,ghirardelli sq.,san francisco,+1-944-774-9817,seafood,21
89,mccormicc & kuleto's House,ghirardelli sq.,san francisco,+1-944-774-9817,seafood,21
90,mccormick & kuleto's Hosue,ghirardelli sq.,san francisco,+1-944-774-9817,seafood,21
91,mccormicc & kuleto's House,ghirardelli sq.,san francisco,+1-944-774-9817,seafood,21
92,mccormick & kuleto' sHouse,ghirardelli sq.,san francisco,+1-944-774-9817,seafood,21
93,stoyanof's cafe House,1240 9th ave.,san francisco,+1-793-568-9086,greek and middle eastern,22
94,stoyanof's cafe Houes,1240 9th ave.,san francisco,+1-793-568-9086,greek and middle eastern,22
95,gianni's,15 fulton st.,new york,212/608-7300,seafood,23
96,iganni's,15 fulton st.,new york,212/608-7300,seafood,23
97,gianni'sk,15 fulton st.,new york,212/608-7300,seafood,23
98,gianin's,15 fulton st.,new york,212/608-7300,seafood,23
99,gianni'sk,15 fulton st.,new york,212/608-7300,seafood,23
100,house of chan Kitchen,2469 cobb pkwy.,smyrna,+1-286-798-8655,chinese,24
101,huose of chan Kitchen,2469 cobb pkwy.,smyrna,+1-286-798-8655,chinese,24
102,house oph chan Kitchen,2469 cobb pkwy.,smyrna,+1-286-798-8655,chinese,24
103,STINGRAY,428 amsterdam ave.  between 80th and 81st sts.,new york,+1-670-534-2870,seafood,25
104,STINGRYA,428 amsterdam ave.  between 80th and 81st sts.,new york,+1-670-534-2870,seafood,25
105,barbetta Cafe,321 w. 46th st.,new york,+1-601-582-1559,italian,26
106,barbetta Cafe,321 w. 46th st.,new york,+1-601-582-1559,italian,26
107,barbetta Caphe,321 w. 46th st.,new york,+1-601-582-1559,italian,26
108,barbett aCafe,321 w. 46th st.,new york,+1-601-582-1559,italian,26
109,barbetta Caphe,321 w. 46th st.,new york,+1-601-582-1559,italian,26
110,barbetta Cfae,321 w. 46th st.,new york,+1-601-582-1559,italian,26
111,atlanta fish market Inc.,265 pharr rd.,atlanta,+1-519-987-7152,american,27
112,atlanta fish marekt Inc.,265 pharr rd.,atlanta,+1-519-987-7152,american,27
113,CAMPO SANTO,240 columbus ave.,san francisco,+1-709-399-2907,mexican,28
114,CAMPO SATNO,240 columbus ave.,san francisco,+1-709-399-2907,mexican,28
115,kAMPO SANTO,240 columbus ave.,san francisco,+1-709-399-2907,mexican,28
116,CMAPO SANTO,240 columbus ave.,san francisco,+1-709-399-2907,mexican,28
117,kAMPO SANTO,240 columbus ave.,san francisco,+1-709-399-2907,mexican,28
118,cafe centro Cafe,200 park ave.  between 45th st. and vanderbilt ave.,new york,+1-255-991-1576,french,29
119,cafe cenrto Cafe,200 park ave.  between 45th st. and vanderbilt ave.,new york,+1-255-991-1576,french,29
120,caphe centro Cafe,200 park ave.  between 45th st. and vanderbilt ave.,new york,+1-255-991-1576,french,29
121,cafe cenrto Cafe,200 park ave.  between 45th st. and vanderbilt ave.,new york,+1-255-991-1576,french,29
122,caphe centro Cafe,200 park ave.  between 45th st. and vanderbilt ave.,new york,+1-255-991-1576,french,29
123,cafe centroC afe,200 park ave.  between 45th st. and vanderbilt ave.,new york,+1-255-991-1576,french,29
124,water grill Bistro,544 s. grand ave.,los angeles,+1-845-254-7174,seafood,30
125,water grill iBstro,544 s. grand ave.,los angeles,+1-845-254-7174,seafood,30
126,water grill Bistrok,544 s. grand ave.,los angeles,+1-845-254-7174,seafood,30
127,water grill Bistor,544 s. grand ave.,los angeles,+1-845-254-7174,seafood,30
128,water grill Bistrok,544 s. grand ave.,los angeles,+1-845-254-7174,seafood,30
129,andre's french restaurant Bsitro,401 s. 6th st.,las vegas,+1-377-777-6021,french (classic),31
130,andre's french rsetaurant Bsitro,401 s. 6th st.,las vegas,+1-377-777-6021,french (classic),31
131,carta LLC,1772 market st.,san francisco,+1-925-257-6630,american,32
132,cartaL LC,1772 market st.,san francisco,+1-925-257-6630,american,32
133,karta LLC,1772 market st.,san francisco,+1-925-257-6630,american,32
134,crata LLC,1772 market st.,san francisco,+1-925-257-6630,american,32
135,karta LLC,1772 market st.,san francisco,+1-925-257-6630,american,32
136,american place Cafe,2 park ave. at 32nd st.,new york,+1-993-304-7118,american,33
137,americna place Cafe,2 park ave. at 32nd st.,new york,+1-993-304-7118,american,33
138,wa-ha-ka oaxaca mexican grill LLC,2141 polk st.,san francisco,+1-738-254-6877,mexican,34
139,wa-ha-ka oaxaca mexiacn grill LLC,2141 polk st.,san francisco,+1-738-254-6877,mexican,34
140,wa-ha-ca oaxaca mexican grill LLC,2141 polk st.,san francisco,+1-738-254-6877,mexican,34
141,wa-ha-ka oaxaca mexican gril lLLC,2141 polk st.,san francisco,+1-738-254-6877,mexican,34
142,wa-ha-ca oaxaca mexican grill LLC,2141 polk st.,san francisco,+1-738-254-6877,mexican,34
143,philippe's the original Kitchen,1001 n. alameda st.,los angeles,+1-638-213-6121,american,35
144,philippe's the originla Kitchen,1001 n. alameda st.,los angeles,+1-638-213-6121,american,35
145,filippe's the original Kitchen,1001 n. alameda st.,los angeles,+1-638-213-6121,american,35
146,AQUAVIT,13 w. 54th st.,new york,+1-670-862-4564,continental,36
147,AQUVAIT,13 w. 54th st.,new york,+1-670-862-4564,continental,36
148,AQUAVITk,13 w. 54th st.,new york,+1-670-862-4564,continental,36
149,AQUVAIT,13 w. 54th st.,new york,+1-670-862-4564,continental,36
150,AQUAVITk,13 w. 54th st.,new york,+1-670-862-4564,continental,36
151,AUQAVIT,13 w. 54th st.,new york,+1-670-862-4564,continental,36
152,matsuhisa Bistro,129 n. la cienega blvd.,beverly hills,+1-644-351-1991,seafood,37
153,mastuhisa Bistro,129 n. la cienega blvd.,beverly hills,+1-644-351-1991,seafood,37
154,matsuhisa Bistrok,129 n. la cienega blvd.,beverly hills,+1-644-351-1991,seafood,37
155,le bernardin LLC,155 w. 51st st.,new york city,+1-299-323-0921,seafood,38
156,l ebernardin LLC,155 w. 51st st.,new york city,+1-299-323-0921,seafood,38
157,le bernardin LLk,155 w. 51st st.,new york city,+1-299-323-0921,seafood,38
158,penang soho & Co.,109 spring st.  between greene and mercer sts.,new york,+1-847-806-8156,asian,39
159,penang osho & Co.,109 spring st.  between greene and mercer sts.,new york,+1-847-806-8156,asian,39
160,penang soho & ko.,109 spring st.  between greene and mercer sts.,new york,+1-847-806-8156,asian,39
161,penang sooh & Co.,109 spring st.  between greene and mercer sts.,new york,+1-847-806-8156,asian,39
162,JEWEL OF INDIA,15 w. 44th st.,new york,+1-492-367-6985,asian,40
163,JEWEL OF NIDIA,15 w. 44th st.,new york,+1-492-367-6985,asian,40
164,JEWEL Oph INDIA,15 w. 44th st.,new york,+1-492-367-6985,asian,40
165,JEEWL OF INDIA,15 w. 44th st.,new york,+1-492-367-6985,asian,40
166,JEWEL Oph INDIA,15 w. 44th st.,new york,+1-492-367-6985,asian,40
167,JEWLE OF INDIA,15 w. 44th st.,new york,+1-492-367-6985,asian,40
168,zankou chickne Kitchen,1415 e. colorado st.,glendale,+1-267-860-5689,middle eastern,41
169,zankou chicken Kitchen,1415 e. colorado st.,glendale,+1-267-860-5689,middle eastern,41
170,zancou chickne Kitchen,1415 e. colorado st.,glendale,+1-267-860-5689,middle eastern,41
171,aznkou chickne Kitchen,1415 e. colorado st.,glendale,+1-267-860-5689,middle eastern,41
172,zancou chickne Kitchen,1415 e. colorado st.,glendale,+1-267-860-5689,middle eastern,41
173,WESTk,63rd street steakhouse 44 w. 63rd st.,new york,+1-899-629-7931,american,42
174,EWSTk,63rd street steakhouse 44 w. 63rd st.,new york,+1-899-629-7931,american,42
175,WESTc,63rd street steakhouse 44 w. 63rd st.,new york,+1-899-629-7931,american,42
176,WSETk,63rd street steakhouse 44 w. 63rd st.,new york,+1-899-629-7931,american,42
177,HOME,20 cornelia st.  between bleecker and w. 4th st.,new york,+1-632-871-2196,american,43
178,HMOE,20 cornelia st.  between bleecker and w. 4th st.,new york,+1-632-871-2196,american,43
179,HOMEk,20 cornelia st.  between bleecker and w. 4th st.,new york,+1-632-871-2196,american,43
180,HOEM,20 cornelia st.  between bleecker and w. 4th st.,new york,+1-632-871-2196,american,43
181,johnyn rockets (at) Co.,2970 cobb pkwy.,atlanta,+1-641-690-3874,american,44
182,johnyn rockets a(t) Co.,2970 cobb pkwy.,atlanta,+1-641-690-3874,american,44
183,johnyn roccets (at) Co.,2970 cobb pkwy.,atlanta,+1-641-690-3874,american,44
184,F. ILLE PONTE RISTORANTE,39 desbrosses st.  near west st.,new york,+1-380-788-4818,italian,45
185,F. ILL EPONTE RISTORANTE,39 desbrosses st.  near west st.,new york,+1-380-788-4818,italian,45
186,ph. ILLE PONTE RISTORANTE,39 desbrosses st.  near west st.,new york,+1-380-788-4818,italian,45
187,F. ILEL PONTE RISTORANTE,39 desbrosses st.  near west st.,new york,+1-380-788-4818,italian,45
188,ph. ILLE PONTE RISTORANTE,39 desbrosses st.  near west st.,new york,+1-380-788-4818,italian,45
189,F .ILLE PONTE RISTORANTE,39 desbrosses st.  near west st.,new york,+1-380-788-4818,italian,45
190,ALAMO,304 e. 48th st.,new york,+1-221-676-9007,mexican,46
191,LAAMO,304 e. 48th st.,new york,+1-221-676-9007,mexican,46
192,ALAMOk,304 e. 48th st.,new york,+1-221-676-9007,mexican,46
193,ALMAO,304 e. 48th st.,new york,+1-221-676-9007,mexican,46
194,valentino Bistro,3115 pico blvd.,santa monica,+1-880-809-0082,italian,47
195,valnetino Bistro,3115 pico blvd.,santa monica,+1-880-809-0082,italian,47
196,valentino Bistrok,3115 pico blvd.,santa monica,+1-880-809-0082,italian,47
197,kAMPANILE,624 s. la brea ave.,los angeles,+1-487-953-6102,californian,48
198,kAMAPNILE,624 s. la brea ave.,los angeles,+1-487-953-6102,californian,48
199,MO'S BUGRERS,1322 grant st.,san francisco,+1-593-919-0665,hamburgers,49
200,MO'S BUGRRES,1322 grant st.,san francisco,+1-593-919-0665,hamburgers,49
201,MO'S BUGRERSk,1322 grant st.,san francisco,+1-593-919-0665,hamburgers,49
202,MO'S BGURERS,1322 grant st.,san francisco,+1-593-919-0665,hamburgers,49
203,swingers Inc.,8020 beverly blvd.,los angeles,+1-893-653-6652,american,50
204,swinegrs Inc.,8020 beverly blvd.,los angeles,+1-893-653-6652,american,50
205,gotham bar & grillk,12 e. 12th st.,new york city,212-620-4020,american (new),51
206,gotham bar  &grillk,12 e. 12th st.,new york city,212-620-4020,american (new),51
207,gotham bar & grillc,12 e. 12th st.,new york city,212-620-4020,american (new),51
208,sally's cafe & bakery Cafe,300 de haro st.,san francisco,+1-946-823-7111,american,52
209,sally's cafe & bakeyr Cafe,300 de haro st.,san francisco,+1-946-823-7111,american,52
210,veniero's pasticceria Co.,342 e. 11th st.  near 1st ave.,new york,+1-926-326-1469,coffee bar,53
211,veneiro's pasticceria Co.,342 e. 11th st.  near 1st ave.,new york,+1-926-326-1469,coffee bar,53
212,veniero's pastikceria Co.,342 e. 11th st.  near 1st ave.,new york,+1-926-326-1469,coffee bar,53
213,veniero's patsicceria Co.,342 e. 11th st.  near 1st ave.,new york,+1-926-326-1469,coffee bar,53
214,kyoy-a. sheraton palace hotel Grill,2 new montgomery st.  at market st.,san francisco,+1-588-819-5457,asian,54
215,kyoy-.a sheraton palace hotel Grill,2 new montgomery st.  at market st.,san francisco,+1-588-819-5457,asian,54
216,rib ranch Bistro,25 irby ave.,atlanta,+1-728-718-1707,barbecue,55
217,irb ranch Bistro,25 irby ave.,atlanta,+1-728-718-1707,barbecue,55
218,rib rankh Bistro,25 irby ave.,atlanta,+1-728-718-1707,barbecue,55
219,rib arnch Bistro,25 irby ave.,atlanta,+1-728-718-1707,barbecue,55
220,rib rankh Bistro,25 irby ave.,atlanta,+1-728-718-1707,barbecue,55
221,caffe greco House,423 columbus ave.,san francisco,+1-791-495-0047,continental,56
222,caffe grceo House,423 columbus ave.,san francisco,+1-791-495-0047,continental,56
223,toulouse & Co.,293-b peachtree rd.,atlanta,+1-967-314-5119,french (new),57
224,toulouse&  Co.,293-b peachtree rd.,atlanta,+1-967-314-5119,french (new),57
225,toulouse & ko.,293-b peachtree rd.,atlanta,+1-967-314-5119,french (new),57
226,touloues & Co.,293-b peachtree rd.,atlanta,+1-967-314-5119,french (new),57
227,toulouse & ko.,293-b peachtree rd.,atlanta,+1-967-314-5119,french (new),57
228,spago (los angeles),8795 sunset blvd.,w. hollywood,310-652-4025,californian,58
229,spago (lso angeles),8795 sunset blvd.,w. hollywood,310-652-4025,californian,58
230,spago (los angeles)k,8795 sunset blvd.,w. hollywood,310-652-4025,californian,58
231,spago (los angelse),8795 sunset blvd.,w. hollywood,310-652-4025,californian,58
232,spago (los angeles)k,8795 sunset blvd.,w. hollywood,310-652-4025,californian,58
233,sapgo (los angeles),8795 sunset blvd.,w. hollywood,310-652-4025,californian,58
234,la grotta Grill,2637 peachtree rd.  peachtree house condominium,atlanta,+1-396-428-8893,italian,59
235,la grottaG rill,2637 peachtree rd.  peachtree house condominium,atlanta,+1-396-428-8893,italian,59
236,la grotta Grillk,2637 peachtree rd.  peachtree house condominium,atlanta,+1-396-428-8893,italian,59
237,l agrotta Grill,2637 peachtree rd.  peachtree house condominium,atlanta,+1-396-428-8893,italian,59
238,la grotta Grillk,2637 peachtree rd.  peachtree house condominium,atlanta,+1-396-428-8893,italian,59
239,r.j.'s uptownk itchen & wine bar Co.,870 n. highland ave.,atlanta,+1-368-445-9940,american,60
240,r.j.'s uptownk itchen & wine ba rCo.,870 n. highland ave.,atlanta,+1-368-445-9940,american,60
241,adriano's ristorante Inc.,2930 beverly glen circle,los angeles,+1-701-475-3058,italian,61
242,adriano's ristorante Icn.,2930 beverly glen circle,los angeles,+1-701-475-3058,italian,61
243,adriano's ristorante Ink.,2930 beverly glen circle,los angeles,+1-701-475-3058,italian,61
244,adriano's ritsorante Inc.,2930 beverly glen circle,los angeles,+1-701-475-3058,italian,61
245,adriano's ristorante Ink.,2930 beverly glen circle,los angeles,+1-701-475-3058,italian,61
246,adriano's risotrante Inc.,2930 beverly glen circle,los angeles,+1-701-475-3058,italian,61
247,louise's trattoria,4500 los feliz blvd.,los angeles,213/667-0777,italian,62
248,louise's trtatoria,4500 los feliz blvd.,los angeles,213/667-0777,italian,62
249,louise's trattoriak,4500 los feliz blvd.,los angeles,213/667-0777,italian,62
250,louise's trattroia,4500 los feliz blvd.,los angeles,213/667-0777,italian,62
251,il fornaio cucina italiana Bistro,301 n. beverly dr.,los angeles,+1-950-785-9940,italian,63
252,il fornaio cucinai taliana Bistro,301 n. beverly dr.,los angeles,+1-950-785-9940,italian,63
253,flowers,21 west 17th st.  between 5th and 6th aves.,new york,212/691-8888,american,64
254,flowesr,21 west 17th st.  between 5th and 6th aves.,new york,212/691-8888,american,64
255,phlowers,21 west 17th st.  between 5th and 6th aves.,new york,212/691-8888,american,64
256,lfowers,21 west 17th st.  between 5th and 6th aves.,new york,212/691-8888,american,64
257,yolie's Grill,3900 paradise rd.,las vegas,+1-270-735-8865,steak houses,65
258,yolie's Girll,3900 paradise rd.,las vegas,+1-270-735-8865,steak houses,65
259,yolie's Grillk,3900 paradise rd.,las vegas,+1-270-735-8865,steak houses,65
260,yoli'es Grill,3900 paradise rd.,las vegas,+1-270-735-8865,steak houses,65
261,JMIMY'S,201 moreno dr.,los angeles,+1-800-304-8825,continental,66
262,JIMMY'S,201 moreno dr.,los angeles,+1-800-304-8825,continental,66
263,caphe claude Inc.,7 claude la.,san francisco,+1-927-922-8985,french,67
264,cahpe claude Inc.,7 claude la.,san francisco,+1-927-922-8985,french,67
265,cafe claude Inc.,7 claude la.,san francisco,+1-927-922-8985,french,67
266,caphe claude Icn.,7 claude la.,san francisco,+1-927-922-8985,french,67
267,cafe claude Inc.,7 claude la.,san francisco,+1-927-922-8985,french,67
268,NORTHI NDIA,3131 webster st.,san francisco,+1-482-524-7700,asian,68
269,ONRTHI NDIA,3131 webster st.,san francisco,+1-482-524-7700,asian,68
270,RIB RANCH,25 irby ave.,atlanta,+1-687-512-2038,barbecue,69
271,RBI RANCH,25 irby ave.,atlanta,+1-687-512-2038,barbecue,69
272,RIB RANkH,25 irby ave.,atlanta,+1-687-512-2038,barbecue,69
273,falafe lking Inc.,1059 broxton ave.,westwood,+1-782-937-7596,middle eastern,70
274,falafe kling Inc.,1059 broxton ave.,westwood,+1-782-937-7596,middle eastern,70
275,phalafe lking Inc.,1059 broxton ave.,westwood,+1-782-937-7596,middle eastern,70
276,falafel king Inc.,1059 broxton ave.,westwood,+1-782-937-7596,middle eastern,70
277,phalafe lking Inc.,1059 broxton ave.,westwood,+1-782-937-7596,middle eastern,70
278,mesa grill Caphe,102 fifth ave.,new york city,+1-362-822-6073,southwestern,71
279,mesa grillC aphe,102 fifth ave.,new york city,+1-362-822-6073,southwestern,71
280,HARD ROCK CAFE,221 w. 57th st.,new york,+1-867-688-6031,american,72
281,HARD RCOK CAFE,221 w. 57th st.,new york,+1-867-688-6031,american,72
282,HARD ROCK CAphE,221 w. 57th st.,new york,+1-867-688-6031,american,72
283,AHRD ROCK CAFE,221 w. 57th st.,new york,+1-867-688-6031,american,72
284,HOLT BROS. BAR-B-Q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,+1-417-244-3786,barbecue,73
285,HOLT BORS. BAR-B-Q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,+1-417-244-3786,barbecue,73
286,HOLT BROS. BAR-B-Qk,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,+1-417-244-3786,barbecue,73
287,michael's (los angeles) Inc.,1147 third st.,santa monica,+1-538-887-5497,californian,74
288,michale's (los angeles) Inc.,1147 third st.,santa monica,+1-538-887-5497,californian,74
289,mikhael's (los angeles) Inc.,1147 third st.,santa monica,+1-538-887-5497,californian,74
290,michael's (los angeles) nIc.,1147 third st.,santa monica,+1-538-887-5497,californian,74
291,mikhael's (los angeles) Inc.,1147 third st.,santa monica,+1-538-887-5497,californian,74
292,michael's (ols angeles) Inc.,1147 third st.,santa monica,+1-538-887-5497,californian,74
293,mulberry st. Ink.,17040 ventura blvd.,encino,+1-333-212-2336,pizza,75
294,mulberry st. Ikn.,17040 ventura blvd.,encino,+1-333-212-2336,pizza,75
295,mulberry st. Inc.,17040 ventura blvd.,encino,+1-333-212-2336,pizza,75
296,mulberr yst. Ink.,17040 ventura blvd.,encino,+1-333-212-2336,pizza,75
297,mulberry st. Inc.,17040 ventura blvd.,encino,+1-333-212-2336,pizza,75
298,le bernardin LLC,155 w. 51st st.,new york,+1-245-698-3298,french,76
299,le bernardni LLC,155 w. 51st st.,new york,+1-245-698-3298,french,76
300,le bernardin LLk,155 w. 51st st.,new york,+1-245-698-3298,french,76
301,le bernardni LLC,155 w. 51st st.,new york,+1-245-698-3298,french,76
302,le bernardin LLk,155 w. 51st st.,new york,+1-245-698-3298,french,76
303,le bernardin LLC,155 w. 51st st.,new york,+1-245-698-3298,french,76
304,restaurant horicawa House,111 s. san pedro st.,los angeles,+1-411-488-9868,asian,77
305,restaurant horicaw aHouse,111 s. san pedro st.,los angeles,+1-411-488-9868,asian,77
306,ATLANTA FISH MARKET,265 pharr rd.,atlanta,+1-657-981-3387,american,78
307,ATLANTA FISH MAREKT,265 pharr rd.,atlanta,+1-657-981-3387,american,78
308,shun lee west Co.,43 w. 65th st.,new york,+1-227-439-3814,asian,79
309,shun lee west Co.,43 w. 65th st.,new york,+1-227-439-3814,asian,79
310,shun lee west ko.,43 w. 65th st.,new york,+1-227-439-3814,asian,79
311,shun lee westC o.,43 w. 65th st.,new york,+1-227-439-3814,asian,79
312,shun lee west ko.,43 w. 65th st.,new york,+1-227-439-3814,asian,79
313,trattoria dell'arte LLC,900 7th ave.  between 56th and 57th sts.,new york,+1-770-903-9613,italian,80
314,tratotria dell'arte LLC,900 7th ave.  between 56th and 57th sts.,new york,+1-770-903-9613,italian,80
315,trattoria dell'arte LLk,900 7th ave.  between 56th and 57th sts.,new york,+1-770-903-9613,italian,80
316,trattori adell'arte LLC,900 7th ave.  between 56th and 57th sts.,new york,+1-770-903-9613,italian,80
317,trattoria dell'arte LLk,900 7th ave.  between 56th and 57th sts.,new york,+1-770-903-9613,italian,80
318,trattoria della'rte LLC,900 7th ave.  between 56th and 57th sts.,new york,+1-770-903-9613,italian,80
